"STT","Username","FullName","BaseEmail","Email","Password","CreatedAtLocal","FirebaseStatus","DbStatus","DbUserId","Error"
"422","voxuanyen","Võ Xuân Yến","pnknn270802@gmail.com","pnknn270802+voxuanyen@gmail.com","voxuanyen@123456@","2026-01-05 19:30:11","CreatedByAdmin","Inserted","435",""
"423","daodangthang","Đào Đăng Thắng","pnknn270803@gmail.com","pnknn270803+daodangthang@gmail.com","daodangthang@123456@","2026-01-06 00:37:21","CreatedByAdmin","Inserted","436",""
"424","maiquocthang","Mai Quốc Thắng","pnknn270804@gmail.com","pnknn270804+maiquocthang@gmail.com","maiquocthang@123456@","2026-01-06 03:59:47","CreatedByAdmin","Inserted","437",""
"425","truongtronguy","Trương Trọng Uy","pnknn270801@gmail.com","pnknn270801+truongtronguy@gmail.com","truongtronguy@123456@","2026-01-06 06:19:41","CreatedByAdmin","Inserted","438",""
"426","buingochan","Bùi Ngọc Hân","pnknn270802@gmail.com","pnknn270802+buingochan@gmail.com","buingochan@123456@","2026-01-06 12:36:17","CreatedByAdmin","Inserted","439",""
"427","lethanhngan","Lê Thành Ngân","pnknn270803@gmail.com","pnknn270803+lethanhngan@gmail.com","lethanhngan@123456@","2026-01-06 14:25:47","CreatedByAdmin","Inserted","440",""
"428","hokieukiet","Hồ Kiều Kiệt","pnknn270804@gmail.com","pnknn270804+hokieukiet@gmail.com","hokieukiet@123456@","2026-01-06 16:26:17","CreatedByAdmin","Inserted","441",""
"429","chaumaitue","Châu Mai Tuệ","pnknn270801@gmail.com","pnknn270801+chaumaitue@gmail.com","chaumaitue@123456@","2026-01-06 22:13:26","CreatedByAdmin","Inserted","442",""
"430","doanthanhquang","Đoàn Thành Quang","pnknn270802@gmail.com","pnknn270802+doanthanhquang@gmail.com","doanthanhquang@123456@","2026-01-07 01:05:03","CreatedByAdmin","Inserted","443",""
"431","phamhoangcuong","Phạm Hoàng Cường","pnknn270803@gmail.com","pnknn270803+phamhoangcuong@gmail.com","phamhoangcuong@123456@","2026-01-07 04:13:43","CreatedByAdmin","Inserted","444",""
"432","duongtrongha","Dương Trọng Hà","pnknn270804@gmail.com","pnknn270804+duongtrongha@gmail.com","duongtrongha@123456@","2026-01-07 10:23:28","CreatedByAdmin","Inserted","445",""
"433","maithanhhoang","Mai Thành Hoàng","pnknn270801@gmail.com","pnknn270801+maithanhhoang@gmail.com","maithanhhoang@123456@","2026-01-07 13:36:45","CreatedByAdmin","Inserted","446",""
"434","ngohuungan","Ngô Hữu Ngân","pnknn270802@gmail.com","pnknn270802+ngohuungan@gmail.com","ngohuungan@123456@","2026-01-07 15:24:30","CreatedByAdmin","Inserted","447",""
"435","vuongminhhung","Vương Minh Hưng","pnknn270803@gmail.com","pnknn270803+vuongminhhung@gmail.com","vuongminhhung@123456@","2026-01-07 20:34:36","CreatedByAdmin","Inserted","448",""
"436","huynhnhutu","Huỳnh Như Tú","pnknn270804@gmail.com","pnknn270804+huynhnhutu@gmail.com","huynhnhutu@123456@","2026-01-07 23:06:32","CreatedByAdmin","Inserted","449",""
"437","phamthanhanh","Phạm Thanh Anh","pnknn270801@gmail.com","pnknn270801+phamthanhanh@gmail.com","phamthanhanh@123456@","2026-01-08 02:34:59","CreatedByAdmin","Inserted","450",""
"438","nguyennhatuy","Nguyễn Nhật Uy","pnknn270802@gmail.com","pnknn270802+nguyennhatuy@gmail.com","nguyennhatuy@123456@","2026-01-08 09:20:35","CreatedByAdmin","Inserted","451",""
"439","vohanhuy","Võ Hạnh Uy","pnknn270803@gmail.com","pnknn270803+vohanhuy@gmail.com","vohanhuy@123456@","2026-01-08 09:42:01","CreatedByAdmin","Inserted","452",""
"440","duongtuongthang","Dương Tường Thắng","pnknn270804@gmail.com","pnknn270804+duongtuongthang@gmail.com","duongtuongthang@123456@","2026-01-08 15:54:46","Created","Inserted","453",""
"441","vuongcamhung","Vương Cẩm Hưng","pnknn270801@gmail.com","pnknn270801+vuongcamhung@gmail.com","vuongcamhung@123456@","2026-01-08 17:58:48","CreatedByAdmin","Inserted","454",""
"442","doanmythuy","Đoàn Mỹ Thủy","pnknn270802@gmail.com","pnknn270802+doanmythuy@gmail.com","doanmythuy@123456@","2026-01-08 23:02:30","CreatedByAdmin","Inserted","455",""
"443","lamtuongtoan","Lâm Tường Toàn","pnknn270803@gmail.com","pnknn270803+lamtuongtoan@gmail.com","lamtuongtoan@123456@","2026-01-09 00:47:13","CreatedByAdmin","Inserted","456",""
"444","lamkieuduc","Lâm Kiều Đức","pnknn270804@gmail.com","pnknn270804+lamkieuduc@gmail.com","lamkieuduc@123456@","2026-01-09 04:36:57","CreatedByAdmin","Inserted","457",""
"445","doanhoangtrang","Đoàn Hoàng Trang","pnknn270801@gmail.com","pnknn270801+doanhoangtrang@gmail.com","doanhoangtrang@123456@","2026-01-09 11:21:18","CreatedByAdmin","Inserted","458",""
"446","phamphuctin","Phạm Phúc Tín","pnknn270802@gmail.com","pnknn270802+phamphuctin@gmail.com","phamphuctin@123456@","2026-01-09 13:48:25","CreatedByAdmin","Inserted","459",""
"447","vothanhvinh","Võ Thành Vinh","pnknn270803@gmail.com","pnknn270803+vothanhvinh@gmail.com","vothanhvinh@123456@","2026-01-09 16:49:40","CreatedByAdmin","Inserted","460",""
"448","phamtuannhi","Phạm Tuấn Nhi","pnknn270804@gmail.com","pnknn270804+phamtuannhi@gmail.com","phamtuannhi@123456@","2026-01-09 20:59:53","CreatedByAdmin","Inserted","461",""
"449","trantuongbao","Trần Tường Bảo","pnknn270801@gmail.com","pnknn270801+trantuongbao@gmail.com","trantuongbao@123456@","2026-01-09 23:27:37","CreatedByAdmin","Inserted","462",""
"450","luuthaoquang","Lưu Thảo Quang","pnknn270802@gmail.com","pnknn270802+luuthaoquang@gmail.com","luuthaoquang@123456@","2026-01-10 03:26:15","CreatedByAdmin","Inserted","463",""
"451","vuongnhattien","Vương Nhật Tiên","pnknn270803@gmail.com","pnknn270803+vuongnhattien@gmail.com","vuongnhattien@123456@","2026-01-10 06:57:03","CreatedByAdmin","Inserted","464",""
"452","tranduchuy","Trần Đức Huy","pnknn270804@gmail.com","pnknn270804+tranduchuy@gmail.com","tranduchuy@123456@","2026-01-10 13:20:59","CreatedByAdmin","Inserted","465",""
"453","luuquanghien","Lưu Quang Hiền","pnknn270801@gmail.com","pnknn270801+luuquanghien@gmail.com","luuquanghien@123456@","2026-01-10 15:03:07","CreatedByAdmin","Inserted","466",""
"454","buidieuhan","Bùi Diệu Hân","pnknn270802@gmail.com","pnknn270802+buidieuhan@gmail.com","buidieuhan@123456@","2026-01-10 20:48:02","CreatedByAdmin","Inserted","467",""
"455","tathaoky","Tạ Thảo Kỳ","pnknn270803@gmail.com","pnknn270803+tathaoky@gmail.com","tathaoky@123456@","2026-01-10 21:00:45","CreatedByAdmin","Inserted","468",""
"456","truongthaonam","Trương Thảo Nam","pnknn270804@gmail.com","pnknn270804+truongthaonam@gmail.com","truongthaonam@123456@","2026-01-11 01:38:17","CreatedByAdmin","Inserted","469",""
"457","dinhthanhthang","Đinh Thanh Thắng","pnknn270801@gmail.com","pnknn270801+dinhthanhthang@gmail.com","dinhthanhthang@123456@","2026-01-11 07:26:21","CreatedByAdmin","Inserted","470",""
"458","lamtuansang","Lâm Tuấn Sang","pnknn270802@gmail.com","pnknn270802+lamtuansang@gmail.com","lamtuansang@123456@","2026-01-11 10:24:23","CreatedByAdmin","Inserted","471",""
"459","doanbaochau","Đoàn Bảo Châu","pnknn270803@gmail.com","pnknn270803+doanbaochau@gmail.com","doanbaochau@123456@","2026-01-11 11:51:20","CreatedByAdmin","Inserted","472",""
"460","vuthiennam","Vũ Thiên Nam","pnknn270804@gmail.com","pnknn270804+vuthiennam@gmail.com","vuthiennam@123456@","2026-01-11 18:09:33","CreatedByAdmin","Inserted","473",""
"461","buithulinh","Bùi Thu Linh","pnknn270801@gmail.com","pnknn270801+buithulinh@gmail.com","buithulinh@123456@","2026-01-11 22:48:15","CreatedByAdmin","Inserted","474",""
"462","lambaohieu","Lâm Bảo Hiếu","pnknn270802@gmail.com","pnknn270802+lambaohieu@gmail.com","lambaohieu@123456@","2026-01-11 23:45:53","CreatedByAdmin","Inserted","475",""
"463","nguyennhuvinh","Nguyễn Như Vinh","pnknn270803@gmail.com","pnknn270803+nguyennhuvinh@gmail.com","nguyennhuvinh@123456@","2026-01-12 05:03:14","CreatedByAdmin","Inserted","476",""
"464","doxuannhan","Đỗ Xuân Nhân","pnknn270804@gmail.com","pnknn270804+doxuannhan@gmail.com","doxuannhan@123456@","2026-01-12 09:44:49","CreatedByAdmin","Inserted","477",""
"465","daohainhat","Đào Hải Nhật","pnknn270801@gmail.com","pnknn270801+daohainhat@gmail.com","daohainhat@123456@","2026-01-12 10:11:11","CreatedByAdmin","Inserted","478",""
"466","chaubaosang","Châu Bảo Sang","pnknn270802@gmail.com","pnknn270802+chaubaosang@gmail.com","chaubaosang@123456@","2026-01-12 14:59:57","CreatedByAdmin","Inserted","479",""
"467","tadanglam","Tạ Đăng Lâm","pnknn270803@gmail.com","pnknn270803+tadanglam@gmail.com","tadanglam@123456@","2026-01-12 19:41:43","Created","Inserted","480",""
"468","lymyman","Lý Mỹ Mẫn","pnknn270804@gmail.com","pnknn270804+lymyman@gmail.com","lymyman@123456@","2026-01-12 21:34:18","CreatedByAdmin","Inserted","481",""
"469","hoanghuuminh","Hoàng Hữu Minh","pnknn270801@gmail.com","pnknn270801+hoanghuuminh@gmail.com","hoanghuuminh@123456@","2026-01-13 01:46:50","CreatedByAdmin","Inserted","482",""
"470","vuongthaoduc","Vương Thảo Đức","pnknn270802@gmail.com","pnknn270802+vuongthaoduc@gmail.com","vuongthaoduc@123456@","2026-01-13 05:52:54","CreatedByAdmin","Inserted","483",""
"471","tranthanhnhat","Trần Thanh Nhật","pnknn270803@gmail.com","pnknn270803+tranthanhnhat@gmail.com","tranthanhnhat@123456@","2026-01-13 09:19:21","CreatedByAdmin","Inserted","484",""
"472","dothaothang","Đỗ Thảo Thắng","pnknn270804@gmail.com","pnknn270804+dothaothang@gmail.com","dothaothang@123456@","2026-01-13 13:17:58","CreatedByAdmin","Inserted","485",""
"473","phanhaihoang","Phan Hải Hoàng","pnknn270801@gmail.com","pnknn270801+phanhaihoang@gmail.com","phanhaihoang@123456@","2026-01-13 19:01:17","CreatedByAdmin","Inserted","486",""
"474","taxuandiep","Tạ Xuân Diệp","pnknn270802@gmail.com","pnknn270802+taxuandiep@gmail.com","taxuandiep@123456@","2026-01-13 21:44:23","CreatedByAdmin","Inserted","487",""
"475","caomyanh","Cao Mỹ Anh","pnknn270803@gmail.com","pnknn270803+caomyanh@gmail.com","caomyanh@123456@","2026-01-14 02:07:24","CreatedByAdmin","Inserted","488",""
"476","truonghoangkiet","Trương Hoàng Kiệt","pnknn270804@gmail.com","pnknn270804+truonghoangkiet@gmail.com","truonghoangkiet@123456@","2026-01-14 05:21:00","CreatedByAdmin","Inserted","489",""
"477","tatronghien","Tạ Trọng Hiền","pnknn270801@gmail.com","pnknn270801+tatronghien@gmail.com","tatronghien@123456@","2026-01-14 08:26:41","CreatedByAdmin","Inserted","490",""
"478","hoquynhnhan","Hồ Quỳnh Nhân","pnknn270802@gmail.com","pnknn270802+hoquynhnhan@gmail.com","hoquynhnhan@123456@","2026-01-14 10:51:32","CreatedByAdmin","Inserted","491",""
"479","lambaothinh","Lâm Bảo Thịnh","pnknn270803@gmail.com","pnknn270803+lambaothinh@gmail.com","lambaothinh@123456@","2026-01-14 17:01:52","CreatedByAdmin","Inserted","492",""
"480","lexuannhi","Lê Xuân Nhi","pnknn270804@gmail.com","pnknn270804+lexuannhi@gmail.com","lexuannhi@123456@","2026-01-14 19:28:56","CreatedByAdmin","Inserted","493",""
"481","hathanhtung","Hà Thành Tùng","pnknn270801@gmail.com","pnknn270801+hathanhtung@gmail.com","hathanhtung@123456@","2026-01-14 22:58:08","CreatedByAdmin","Inserted","494",""
"482","caongocbach","Cao Ngọc Bách","pnknn270802@gmail.com","pnknn270802+caongocbach@gmail.com","caongocbach@123456@","2026-01-15 03:53:44","CreatedByAdmin","Inserted","495",""
"483","danganhdat","Đặng Anh Đạt","pnknn270803@gmail.com","pnknn270803+danganhdat@gmail.com","danganhdat@123456@","2026-01-15 07:21:54","Created","Inserted","496",""
"484","luunhuthu","Lưu Như Thư","pnknn270804@gmail.com","pnknn270804+luunhuthu@gmail.com","luunhuthu@123456@","2026-01-15 10:58:51","CreatedByAdmin","Inserted","497",""
"485","phamquynhchi","Phạm Quỳnh Chi","pnknn270801@gmail.com","pnknn270801+phamquynhchi@gmail.com","phamquynhchi@123456@","2026-01-15 14:01:19","CreatedByAdmin","Inserted","498",""
"486","caodangtien","Cao Đăng Tiên","pnknn270802@gmail.com","pnknn270802+caodangtien@gmail.com","caodangtien@123456@","2026-01-15 18:34:53","CreatedByAdmin","Inserted","499",""
"487","hodangchau","Hồ Đăng Châu","pnknn270803@gmail.com","pnknn270803+hodangchau@gmail.com","hodangchau@123456@","2026-01-15 23:00:41","CreatedByAdmin","Inserted","500",""
"488","daotanuyen","Đào Tấn Uyên","pnknn270804@gmail.com","pnknn270804+daotanuyen@gmail.com","daotanuyen@123456@","2026-01-16 00:08:23","CreatedByAdmin","Inserted","501",""
"489","doanthanhlan","Đoàn Thành Lan","pnknn270801@gmail.com","pnknn270801+doanthanhlan@gmail.com","doanthanhlan@123456@","2026-01-16 06:24:30","CreatedByAdmin","Inserted","502",""
"490","vukhanhson","Vũ Khánh Sơn","pnknn270802@gmail.com","pnknn270802+vukhanhson@gmail.com","vukhanhson@123456@","2026-01-16 09:00:53","CreatedByAdmin","Inserted","503",""
"491","caocamdat","Cao Cẩm Đạt","pnknn270803@gmail.com","pnknn270803+caocamdat@gmail.com","caocamdat@123456@","2026-01-16 13:45:23","CreatedByAdmin","Inserted","504",""
"492","vomyuy","Võ Mỹ Uy","pnknn270804@gmail.com","pnknn270804+vomyuy@gmail.com","vomyuy@123456@","2026-01-16 15:44:01","CreatedByAdmin","Inserted","505",""
"493","letuonghuy","Lê Tường Huy","pnknn270801@gmail.com","pnknn270801+letuonghuy@gmail.com","letuonghuy@123456@","2026-01-16 19:28:51","CreatedByAdmin","Inserted","506",""
"494","trinhxuannhi","Trịnh Xuân Nhi","pnknn270802@gmail.com","pnknn270802+trinhxuannhi@gmail.com","trinhxuannhi@123456@","2026-01-16 23:47:53","CreatedByAdmin","Inserted","507",""
"495","vuongngocchi","Vương Ngọc Chi","pnknn270803@gmail.com","pnknn270803+vuongngocchi@gmail.com","vuongngocchi@123456@","2026-01-17 02:25:54","CreatedByAdmin","Inserted","508",""
"496","luuhanhtruc","Lưu Hạnh Trúc","pnknn270804@gmail.com","pnknn270804+luuhanhtruc@gmail.com","luuhanhtruc@123456@","2026-01-17 07:56:57","CreatedByAdmin","Inserted","509",""
"497","dinhphuckiet","Đinh Phúc Kiệt","pnknn270801@gmail.com","pnknn270801+dinhphuckiet@gmail.com","dinhphuckiet@123456@","2026-01-17 09:46:25","CreatedByAdmin","Inserted","510",""
"498","todieuuyen","Tô Diệu Uyên","pnknn270802@gmail.com","pnknn270802+todieuuyen@gmail.com","todieuuyen@123456@","2026-01-17 13:32:24","CreatedByAdmin","Inserted","511",""
"499","trinhthuquan","Trịnh Thu Quân","pnknn270803@gmail.com","pnknn270803+trinhthuquan@gmail.com","trinhthuquan@123456@","2026-01-17 18:51:44","CreatedByAdmin","Inserted","512",""
"500","trinhnhattu","Trịnh Nhật Tú","pnknn270804@gmail.com","pnknn270804+trinhnhattu@gmail.com","trinhnhattu@123456@","2026-01-17 21:03:16","CreatedByAdmin","Inserted","513",""
